FBgn0035207	8.236666667	0.872290782
FBgn0000166	8.409090909	0.86995066
FBgn0037327	7.076666667	0.856201326
FBgn0011204	6.976666667	0.851009748
FBgn0001142	7.133846154	0.843540331
FBgn0027507	8.212	0.831504593
FBgn0031233	7.334166667	0.828067116
FBgn0003138	7.084	0.827757975
FBgn0026238	7.04	0.821802599
FBgn0002673	8.716666667	0.819166261
FBgn0044823	7.273333333	0.815122882
FBgn0004611	7.0825	0.795021277
FBgn0033005	7.9125	0.790374189
FBgn0020386	7.333958333	0.789197209
FBgn0036927	7.506666667	0.787963438
FBgn0264305	7.905	0.787647366
FBgn0261938	6.966666667	0.78313424
FBgn0020545	6.464444444	0.778811353
FBgn0261387	6.576666667	0.775312346
FBgn0043458	7.033333333	0.770411391
FBgn0036117	7.305	0.766518937
FBgn0037234	8.121388889	0.754783645
FBgn0037218	8.495833333	0.753983473
FBgn0033055	6.376666667	0.750162448
FBgn0000250	6.75	0.746394378
FBgn0037239	6.979722222	0.746232189
FBgn0037614	6.553333333	0.743639956
FBgn0031284	7.3	0.742093423
FBgn0037252	6.842307692	0.738209821
FBgn0086445	7.614	0.736829392
FBgn0036921	7.17	0.735661427
FBgn0037341	8.16	0.73473274
FBgn0051643	6.94	0.733427657
FBgn0005278	6.923859649	0.731401493
FBgn0037109	8.363333333	0.727416621
FBgn0250746	6.346666667	0.724995382
FBgn0051549	6.783333333	0.716925285
FBgn0264712	6.945	0.71569384
FBgn0031213	7.462631579	0.715522565
FBgn0035165	6.543333333	0.71065925
FBgn0014931	8.194	0.708681339
FBgn0010333	7.073333333	0.701523979
FBgn0031244	7.156428571	0.683530312
FBgn0027587	7.20673913	0.678963461
FBgn0035166	8.06	0.678279105
FBgn0037232	7.31027027	0.678126041
FBgn0035121	6.466666667	0.67447081
FBgn0015324	7.143333333	0.668638631
FBgn0086912	8.613333333	0.665015347
FBgn0033177	7.39	0.662405347
FBgn0036661	6.91	0.661571152
FBgn0086130	6.917142857	0.653187571
FBgn0037236	7.016857143	0.651086405
FBgn0002031	6.356666667	0.649769645
FBgn0024510	8.328	0.640858131
FBgn0031381	8.445	0.63370832
FBgn0010355	7.08	0.632652086
FBgn0035155	6.556666667	0.62645048
FBgn0037369	7.362	0.618529665
FBgn0260755	7.2	0.61766118
FBgn0037894	7.25	0.608766387
FBgn0051360	7.525	0.606139807
FBgn0031401	7.37	0.605922233
FBgn0052479	7.274	0.604550276
FBgn0037312	6.411666667	0.603666637
FBgn0031310	6.806666667	0.595550254
FBgn0004373	7.088	0.590966991
FBgn0032997	7.097777778	0.585178794
FBgn0037298	6.866	0.578043726
FBgn0037370	7.353333333	0.567863458
FBgn0031231	8.111578947	0.567263081
FBgn0051453	6.196666667	0.565306067
FBgn0086605	8.074	0.564715643
FBgn0250830	7.507142857	0.545574924
FBgn0033814	6.946666667	0.54531478
FBgn0033010	7.19	0.543640112
FBgn0033015	6.781428571	0.542698562
FBgn0260874	7.12	0.541387259
FBgn0261985	6.893333333	0.541126491
FBgn0031298	7.1825	0.533739047
FBgn0031360	8.4	0.5326024
FBgn0023000	6.285	0.532237212
FBgn0032644	7.78	0.529187914
FBgn0004436	7.03	0.527277853
FBgn0034360	7.55	0.52027137
FBgn0259234	6.565	0.519427612
FBgn0262125	6.8	0.516445602
FBgn0262117	8.054857143	0.516153471
FBgn0264307	6.905	0.503391806
FBgn0031247	7.931666667	0.503213448
FBgn0035111	7.889	0.493275023
FBgn0051852	6.95	0.485662064
FBgn0086694	6.416666667	0.467926261
FBgn0035107	7.258510638	0.461259247
FBgn0037358	6.637777778	0.448116497
FBgn0003444	6.699230769	0.444638283
FBgn0036353	8.49	0.434939117
FBgn0003882	6.890789474	0.433622665
FBgn0026593	7.065714286	0.432612881
FBgn0052485	8.18	0.432607728
FBgn0085229	7.27	0.432568584
FBgn0028670	7.08	0.429699174
FBgn0035444	7.78	0.42393674
FBgn0052262	6.495	0.418916159
FBgn0035173	7.734	0.416755281
FBgn0259212	6.595714286	0.402211203
FBgn0034543	6.536666667	0.390103706
FBgn0035210	6.536666667	0.371130741
FBgn0031659	7.1	0.364796406
FBgn0260798	6.4725	0.36422063
FBgn0026718	6.563333333	0.361746864
FBgn0033052	6.936666667	0.361431606
FBgn0036671	6.33	0.359914689
FBgn0262115	7.041026393	0.358567452
FBgn0067779	7.153783784	0.355695895
FBgn0000464	7.223333333	0.350654572
FBgn0052068	7.916666667	0.347324
FBgn0067864	7.412	0.347229364
FBgn0032168	8.12	0.337083252
FBgn0037377	6.86	0.332941422
FBgn0037350	7.273333333	0.33069286
FBgn0261403	6.735	0.330527019
FBgn0260862	7.539	0.325861856
FBgn0035102	7.024117647	0.324987019
FBgn0017457	7.36125	0.318970624
FBgn0031479	7.936666667	0.315950067
FBgn0260799	7.715	0.303243514
FBgn0036134	6.643333333	0.296376468
FBgn0035251	7.548571429	0.29429958
FBgn0035211	7.222222222	0.292744357
FBgn0053635	6.818333333	0.292477617
FBgn0037270	7.5625	0.286810144
FBgn0024912	7.635	0.282652184
FBgn0027866	6.933589744	0.277590363
FBgn0035109	7.223023256	0.274070476
FBgn0264331	7.395	0.274014563
FBgn0020270	8.355	0.273198817
FBgn0035247	8.32	0.27109563
FBgn0028473	7.123333333	0.266296186
FBgn0015546	7.123333333	0.259747599
FBgn0035252	6.92	0.254030557
FBgn0039170	6.963333333	0.249699502
FBgn0020248	7.10375	0.245580934
FBgn0037299	6.845	0.241453339
FBgn0035213	6.823333333	0.24131524
FBgn0035164	7.27	0.234234653
FBgn0037251	7.135652174	0.231709953
FBgn0026372	6.575555556	0.226190761
FBgn0036298	6.416666667	0.223131646
FBgn0024945	7.153333333	0.213497563
FBgn0051658	6.917142857	0.207324699
FBgn0037135	6.81	0.20173717
FBgn0031308	6.586666667	0.201294571
FBgn0042712	7.736666667	0.191602548
FBgn0031270	7.185454545	0.191438796
FBgn0031296	6.891428571	0.185837762
FBgn0037282	7.255	0.178799661
FBgn0031260	6.79	0.17612042
FBgn0026417	7.724	0.157214038
FBgn0002622	8.69	0.154194375
FBgn0031281	8.77	0.147533257
FBgn0025676	8.43	0.143336425
FBgn0037351	6.958333333	0.142677947
FBgn0262116	7.048695652	0.142117946
FBgn0037244	7.048181818	0.134568898
FBgn0037231	8.1709375	0.133433472
FBgn0013810	6.81	0.114428865
FBgn0020305	7.143333333	0.107227859
FBgn0010288	7.37	0.107007696
FBgn0035159	6.72	0.098135983
FBgn0261363	7.095	0.095335802
FBgn0035194	7.873333333	0.080681162
FBgn0035253	6.854	0.079491856
FBgn0037249	6.95625	0.07208988
FBgn0262603	8.03	0.069875519
FBgn0035254	7.618571429	0.062205071
FBgn0035181	7.325	0.060965913
FBgn0010583	8.043333333	0.058078659
