FBgn0004635	6.87	0.62066312
FBgn0037279	7.33	0.609233468
FBgn0031304	7.295	0.606464129
FBgn0003278	7.68	0.585944943
FBgn0035099	6.971333333	0.585389726
FBgn0031250	6.84	0.583852558
FBgn0025725	6.696666667	0.558425847
FBgn0031359	6.8025	0.556719112
FBgn0038391	7.08	0.554726184
FBgn0035147	6.88	0.549988557
FBgn0000166	6.915775862	0.537138744
FBgn0027903	7.008	0.526813067
FBgn0037391	7.54	0.523205603
FBgn0031245	7.58	0.521751481
FBgn0035101	6.924	0.505568539
FBgn0015905	6.652	0.505271304
FBgn0013576	6.575	0.501020881
FBgn0035205	7.125	0.499349218
FBgn0034308	6.71	0.497740857
FBgn0032394	7.073333333	0.481166192
FBgn0004878	6.63	0.478947793
FBgn0001150	6.79	0.474632928
FBgn0037242	7.152727273	0.473989865
FBgn0261436	6.9375	0.461364228
FBgn0261269	7.76	0.45525019
FBgn0026787	6.89	0.452363827
FBgn0031286	7.1025	0.450295197
FBgn0051522	6.72875	0.443473833
FBgn0010323	7.76	0.433043475
FBgn0032629	7.1	0.431155754
FBgn0262109	6.742666667	0.423127633
FBgn0035113	6.920714286	0.422294552
FBgn0261434	6.698	0.416625171
FBgn0002522	7.016	0.415478611
FBgn0031321	6.836666667	0.414094888
FBgn0035272	6.986666667	0.405851795
FBgn0052476	6.94	0.402032216
FBgn0260648	6.8025	0.400992425
FBgn0033038	6.91	0.394585574
FBgn0035103	6.876315789	0.392470796
FBgn0027786	6.9405	0.386104046
FBgn0037293	6.58	0.375784651
FBgn0002931	6.67	0.355743302
FBgn0052343	6.64	0.353770526
FBgn0020622	7.58	0.353272043
FBgn0010225	6.9659375	0.351765865
FBgn0037363	7.2	0.344695024
FBgn0037248	7.035555556	0.342659202
FBgn0037215	6.912346369	0.341584168
FBgn0264326	7.295	0.33970787
FBgn0037435	6.816666667	0.337019926
FBgn0020304	6.904	0.335478469
FBgn0004636	6.566666667	0.328343125
FBgn0052944	6.838	0.324299305
FBgn0086695	7.1975	0.314782575
FBgn0052475	6.914526316	0.313311821
FBgn0259818	6.75	0.310328409
FBgn0085335	7.29	0.308714821
FBgn0035285	6.816666667	0.306660241
FBgn0263039	7.58	0.303227222
FBgn0250789	6.786666667	0.302518213
FBgn0037301	6.904	0.300745031
FBgn0037309	7.03	0.294531165
FBgn0031238	6.905	0.293980198
FBgn0027930	6.7075	0.293394135
FBgn0037329	6.748	0.293322637
FBgn0051974	6.8448	0.293285379
FBgn0051481	6.715	0.289267447
FBgn0037342	6.856666667	0.286799854
FBgn0035189	7.38	0.281256268
FBgn0010772	7.146666667	0.274751363
FBgn0035268	7.52	0.26334763
FBgn0037297	7.043333333	0.258899006
FBgn0037217	6.903846154	0.257437526
FBgn0051973	6.802666667	0.248880296
FBgn0037265	6.73	0.248307579
FBgn0001325	6.98	0.246598362
FBgn0025683	7.015789474	0.245917665
FBgn0035325	7.55	0.244472915
FBgn0035203	6.814	0.240959012
FBgn0031220	7.151333333	0.232318922
FBgn0260794	6.87	0.231104403
FBgn0031224	6.961	0.224729277
FBgn0033062	7.25	0.219089442
FBgn0025712	6.696666667	0.20705185
FBgn0261429	6.84	0.205380194
FBgn0035106	6.915333333	0.203877003
FBgn0031252	6.968	0.191703445
FBgn0031216	6.696	0.19124287
FBgn0042712	6.62	0.18676641
FBgn0037250	6.941818182	0.186307288
FBgn0053229	6.742666667	0.178048806
FBgn0037228	6.765	0.166945914
FBgn0046222	7.154	0.166877285
FBgn0013342	6.875714286	0.16388518
FBgn0031294	6.95	0.163738417
FBgn0037240	6.874	0.161277385
FBgn0037224	6.726666667	0.160840067
FBgn0032129	6.91	0.155033987
FBgn0027570	7.485	0.151755827
FBgn0013811	7.008	0.148713423
FBgn0035318	7.52	0.147657797
FBgn0035308	6.856666667	0.146911113
FBgn0037220	6.758636364	0.129872145
FBgn0026417	6.87	0.126048627
FBgn0041605	6.985714286	0.125641862
FBgn0035287	7.083636364	0.113942679
FBgn0037225	6.66	0.09319501
